url,type
https://www.business-standard.com/article/economy-policy/land-acquisition-bill-farm-laws-divergent-ends-of-centre-s-two-reforms-121111901267_1.html,economics
https://www.business-standard.com/article/economy-policy/term-insurance-plan-premiums-may-go-up-by-20-in-december-january-121111901246_1.html,economics
https://www.business-standard.com/article/markets/centre-mulls-tweaking-law-in-budget-to-tax-cryptocurrency-gains-121112000114_1.html,economics
https://www.business-standard.com/article/economy-policy/rane-launches-credit-linked-capital-subsidy-scheme-for-services-sector-121111901117_1.html,economics
https://www.business-standard.com/article/opinion/global-value-chains-and-trade-statistics-121111901150_1.html,economics
https://www.business-standard.com/article/economy-policy/12-uniform-gst-rate-on-apparel-and-footwear-from-jan-evokes-mixed-reaction-121111901085_1.html,economics
https://www.business-standard.com/article/economy-policy/time-to-make-farming-more-remunerative-improve-credit-access-india-inc-121111900969_1.html,economics
https://www.business-standard.com/article/economy-policy/customs-launches-second-seize-operation-at-adani-s-mundra-port-in-2-months-121111900960_1.html,economics
https://www.business-standard.com/article/economy-policy/over-600-lives-lost-daily-loss-of-rs-777-cr-the-cost-of-farm-protests-121111900891_1.html,economics
https://www.business-standard.com/article/economy-policy/scindia-appeals-to-the-states-and-uts-to-bring-down-vat-on-aviation-fuel-121111900853_1.html,economics
https://www.business-standard.com/article/economy-policy/exports-of-agri-processed-food-products-up-14-7-to-11-65-bn-in-apr-oct-121111900677_1.html,economics
https://www.business-standard.com/article/economy-policy/huge-gulf-between-the-incomes-and-debt-of-farmers-in-up-and-punjab-121111900798_1.html,economics
https://www.business-standard.com/article/economy-policy/fuel-prices-static-as-oil-companies-keep-petrol-diesel-prices-unchanged-121111900382_1.html,economics
https://www.business-standard.com/article/current-affairs/pm-narendra-modi-withdraws-three-farm-laws-asks-farmers-to-go-home-121111900296_1.html,economics
https://www.business-standard.com/article/economy-policy/rating-agency-icra-revises-india-s-q2fy22-gdp-growth-to-7-9-up-by-20-pts-121111900057_1.html,economics
https://www.business-standard.com/article/economy-policy/recent-reforms-will-lay-foundation-of-higher-growth-cea-subramanian-121111801509_1.html,economics
https://www.business-standard.com/article/economy-policy/centre-got-positive-feedback-from-industry-on-pli-schemes-goyal-121111900069_1.html,economics
https://www.business-standard.com/article/economy-policy/india-now-world-s-third-largest-domestic-aviation-market-scindia-121111900056_1.html,economics
https://www.business-standard.com/article/economy-policy/domestic-travel-surges-27-to-8-9-million-in-october-shows-data-121111900095_1.html,economics
https://www.business-standard.com/article/economy-policy/mustard-area-jumps-by-30-on-high-prices-shows-data-121111900094_1.html,economics
https://www.business-standard.com/article/economy-policy/retail-inflation-for-farm-rural-workers-marginally-down-in-october-121111801074_1.html,economics
https://www.business-standard.com/article/economy-policy/rakesh-mohan-krishnamurthy-subramanian-sing-divergent-tunes-on-pli-scheme-121111900042_1.html,economics
https://www.business-standard.com/article/economy-policy/aviation-sector-to-grow-further-traffic-nearing-pre-covid-level-officials-121111801448_1.html,economics
https://www.business-standard.com/article/economy-policy/domestic-air-passenger-volume-spikes-70-5-to-89-85-lakh-in-october-121111801416_1.html,economics
https://www.business-standard.com/article/economy-policy/dpiit-working-on-national-retail-policy-union-minister-som-parkash-121111801197_1.html,economics
https://www.business-standard.com/article/economy-policy/eac-pm-members-say-a-real-rate-of-growth-of-7-7-5-in-fy23-seems-likely-121111801222_1.html,economics
https://www.business-standard.com/article/economy-policy/coal-lignite-firms-to-install-5-560-mw-renewable-energy-capacity-121111801088_1.html,economics
https://www.business-standard.com/article/economy-policy/excess-money-in-cash-ledger-refundable-even-two-yrs-after-paying-gst-cbic-121111801017_1.html,economics
https://www.business-standard.com/article/economy-policy/indian-pc-shipments-at-4-5-mn-in-q3cy21-in-biggest-ever-single-qtr-dispatch-121111800861_1.html,economics
https://www.business-standard.com/article/economy-policy/icra-ups-q2-gdp-growth-estimate-to-7-9-after-jump-in-govt-spending-121111800817_1.html,economics
https://www.business-standard.com/article/economy-policy/india-received-87-billion-in-remittances-in-2021-world-bank-121111800329_1.html,economics
https://www.business-standard.com/article/economy-policy/only-works-contract-in-land-deals-will-attract-gst-telangana-aar-121111800681_1.html,economics
https://www.business-standard.com/article/pti-stories/data-indicates-strong-rebound-in-india-us-bilateral-trade-in-2021-us-official-121111800424_1.html,economics
https://www.business-standard.com/article/economy-policy/relief-for-consumers-as-petrol-diesel-prices-stay-unchanged-for-fortnight-121111800246_1.html,economics
https://www.business-standard.com/article/economy-policy/e-shram-portal-female-registration-higher-in-all-states-shows-data-121111800073_1.html,economics
https://www.business-standard.com/article/economy-policy/india-to-pitch-for-permanent-solution-for-food-security-in-wto-meet-121111800071_1.html,economics
https://www.business-standard.com/article/economy-policy/1-75-million-received-rs-76-012-crore-loans-during-festival-period-121111800022_1.html,economics
https://www.business-standard.com/article/economy-policy/big-technology-platforms-like-google-no-threat-to-banks-say-experts-121111800017_1.html,economics
https://www.business-standard.com/article/economy-policy/niti-vc-rajiv-kumar-meets-think-tanks-takes-suggestions-on-economy-121111701428_1.html,economics
https://www.business-standard.com/article/economy-policy/india-should-aim-to-achieve-over-10-bn-leather-exports-by-2025-goyal-121111701445_1.html,economics
